X,Result
0.1,2.035881737562213
0.2,1.0276080745858236
0.30000000000000004,0.6316911400022159
0.4,0.42327282707513736
0.5,0.2976435420319249
0.6,0.2157148418428084
0.7,0.1594787155111743
0.7999999999999999,0.11948448560865044
0.8999999999999999,0.0903041290344266
0.9999999999999999,NaN
1.0999999999999999,0.052258002398837516
1.2,0.039806799502667745
1.3,0.03025957370094984
1.4000000000000001,0.022906733623063183
1.5000000000000002,0.017231910630828372
1.6000000000000003,0.012852824516293982
1.7000000000000004,0.009481293633519164
1.8000000000000005,0.006897228133007747
1.9000000000000006,0.004930793243984906
2.0000000000000004,0.0034492080370022668
2.1000000000000005,0.002347866906465968
2.2000000000000006,0.0015438046248135101
2.3000000000000007,9.706179418992192E-4
2.400000000000001,5.749308005426922E-4
2.500000000000001,3.135943539311533E-4
2.600000000000001,1.5162915773571698E-4
2.700000000000001,6.0519560132829206E-5
2.800000000000001,1.699387526719995E-5
2.9000000000000012,2.0160506682965334E-6
3.0000000000000013,-6.008992379851987E-48
3.1000000000000014,-1.824113786687465E-6
3.2000000000000015,-1.3908694693853876E-5
3.3000000000000016,-4.480013667243931E-5
3.4000000000000017,-1.0145780791582383E-4
3.5000000000000018,-1.8953423504043941E-4
3.600000000000002,-3.1359946572902844E-4
3.700000000000002,-4.7728916535225797E-4
3.800000000000002,-6.834971231029668E-4
3.900000000000002,-9.344742466204187E-4
4.000000000000002,-0.0012319639070683956
4.100000000000001,-0.0015771952695159501
4.200000000000001,-0.0019710782807510602
4.300000000000001,-0.0024141903895871304
4.4,-0.0029068914895674005
4.5,-0.0034491976786423495
4.6,-0.004041047346996684
4.699999999999999,-0.004682191505931003
4.799999999999999,-0.0053723224978064485
4.899999999999999,-0.006110840084720756
4.999999999999998,-0.006897223398568203
5.099999999999998,-0.007730828652116849
5.1999999999999975,-0.00861104793956958
5.299999999999997,-0.009536972945347994
5.399999999999997,-0.010507889843855988
5.4999999999999964,-0.011522985335065482
5.599999999999996,-0.01258142484200495
5.699999999999996,-0.013682509663937846
5.799999999999995,-0.01482511781254642
5.899999999999995,-0.01600850354609521
5.999999999999995,-0.01723180096024255
6.099999999999994,-0.01849432273917757
6.199999999999994,-0.019794896272686248
6.299999999999994,-0.021132810477437338
6.399999999999993,-0.02250722050463386
6.499999999999993,-0.02391749314126892
6.5999999999999925,-0.025362444568564527
6.699999999999992,-0.02684142858331973
6.799999999999992,-0.028353647256058892
6.8999999999999915,-0.029898541250439715
6.999999999999991,-0.031474935659505016
7.099999999999991,-0.03308226223423459
7.19999999999999,-0.03471978124529822
7.29999999999999,-0.036387014425041296
7.39999999999999,-0.03808280524367535
7.499999999999989,-0.039806667066446075
7.599999999999989,-0.04155792164946204
7.699999999999989,-0.04333590591498383
7.799999999999988,-0.045140284031951236
7.899999999999988,-0.04696985084241391
7.999999999999988,-0.04882425481280227
8.099999999999987,-0.050702892698225206
8.199999999999987,-0.052605506175638174
8.299999999999986,-0.05453091115207612
8.399999999999986,-0.05647883170790616
8.499999999999986,-0.05844872086856214
8.599999999999985,-0.06044039233534667
8.699999999999985,-0.06245268210371051
8.799999999999985,-0.06448538420359014
8.899999999999984,-0.06653800355895288
8.999999999999984,-0.06861005723107355
9.099999999999984,-0.07070148768805226
9.199999999999983,-0.07281106492752246
9.299999999999983,-0.07493870385995108
9.399999999999983,-0.07708396771311457
9.499999999999982,-0.07924685713514744
9.599999999999982,-0.08142615863847497
9.699999999999982,-0.08362184382833071
9.799999999999981,-0.08583351763880741
9.89999999999998,-0.08806079466524701
9.99999999999998,-0.09030379172308209
