X,Result
0.1,-2.3025811176054005
0.2,-1.609435683404581
0.30000000000000004,-1.2039716904632987
0.4,-0.9162902507049941
0.5,-0.6931460473908271
0.6,-0.510824730282738
0.7,-0.35667338330550197
0.7999999999999999,-0.2231434909990009
0.8999999999999999,-0.10536035379307004
0.9999999999999999,0.0
1.0999999999999999,0.09531008170463941
1.2,0.18232154203740839
1.3,0.262364078483698
1.4000000000000001,0.3364711934156379
1.5000000000000002,0.4054649904761907
1.6000000000000003,0.47000319795833373
1.7000000000000004,0.530627006515241
1.8000000000000005,0.5877864625858877
1.9000000000000006,0.6418533769264293
2.0000000000000004,0.6931460473908273
2.1000000000000005,0.7419371005061283
2.2000000000000006,0.7884568521057488
2.3000000000000007,0.8329081443804981
2.400000000000001,0.8754669722350011
2.500000000000001,0.9162902507049944
2.600000000000001,0.9555106023967154
2.700000000000001,0.9932503654296936
2.800000000000001,1.0296171606334805
2.9000000000000012,1.064710003650098
3.0000000000000013,1.0986111314358384
3.1000000000000014,1.1314003429852741
3.2000000000000015,1.1631481834197512
3.3000000000000016,1.1939214917674679
3.4000000000000017,1.2237739948235933
3.5000000000000018,1.2527609036857008
3.600000000000002,1.2809330028120967
3.700000000000002,1.3083316182204066
3.800000000000002,1.3349993868289312
3.900000000000002,1.3609742457856417
4.000000000000002,1.386293332788291
4.100000000000001,1.4109855689334336
4.200000000000001,1.4350826353482027
4.300000000000001,1.4586125157216507
4.4,1.4816033397120378
4.5,1.5040758095946825
4.6,1.5260542319949366
4.699999999999999,1.5475598359887268
4.799999999999999,1.5686145573406223
4.899999999999999,1.5892334547700795
4.999999999999998,1.6094356834045804
5.099999999999998,1.6292377280370112
5.1999999999999975,1.6486571188250891
5.299999999999997,1.6677049242026911
5.399999999999997,1.6863965871497544
5.4999999999999964,1.7047451628949895
5.599999999999996,1.722762999020276
5.699999999999996,1.7404641475590081
5.799999999999995,1.7578554306153547
5.899999999999995,1.7749493210332454
5.999999999999995,1.791755801908429
6.099999999999994,1.8082866261505244
6.199999999999994,1.8245466987812595
6.299999999999994,1.8405465168587658
6.399999999999993,1.8562942661778998
6.499999999999993,1.8717999256205589
6.5999999999999925,1.8870669614091773
6.699999999999992,1.90210433455432
6.799999999999992,1.9169188403650677
6.8999999999999915,1.9315190641031759
6.999999999999991,1.945907377252578
7.099999999999991,1.9600915262828384
7.19999999999999,1.9740772139411393
7.29999999999999,1.987871913211387
7.39999999999999,2.001477152918987
7.499999999999989,2.0148997046756607
7.599999999999989,2.0281444008853744
7.699999999999989,2.0412158838414016
7.799999999999988,2.0541208183840776
7.899999999999988,2.066859392075935
7.999999999999988,2.079437665783199
8.099999999999987,2.091859615614791
8.199999999999987,2.1041311773923557
8.299999999999986,2.116252101441005
8.399999999999986,2.1282278044393173
8.499999999999986,2.1400617179214443
8.599999999999985,2.1517591704235484
8.699999999999985,2.163319571082706
8.799999999999985,2.1747477978587257
8.899999999999984,2.18604683278995
8.999999999999984,2.197219557612838
9.099999999999984,2.2082709218066436
9.199999999999983,2.2191995409710312
9.299999999999983,2.2300099586788966
9.399999999999983,2.2407046987145733
9.499999999999982,2.2512882732762796
9.599999999999982,2.2617591382531193
9.699999999999982,2.27212144711411
9.799999999999981,2.2823774226046276
9.89999999999998,2.2925292195236224
9.99999999999998,2.3025811176053987
