X,Result
0.1,-3.3219277903594553
0.2,-2.3219286750070847
0.30000000000000004,-1.7369668268258118
0.4,-1.3219295618205384
0.5,-1.0
0.6,-0.736965509946437
0.7,-0.5145717625428416
0.7999999999999999,-0.32192853416530054
0.8999999999999999,-0.15200310842090559
0.9999999999999999,0.0
1.0999999999999999,0.13750360701530376
1.2,0.26303481455850714
1.3,0.3785119737338202
1.4000000000000001,0.48542611572582517
1.5000000000000002,0.584963287322291
1.6000000000000003,0.6780723914210315
1.7000000000000004,0.7655342023699797
1.8000000000000005,0.8479980009962708
1.9000000000000006,0.9260001977108921
2.0000000000000004,1.0000000000000002
2.1000000000000005,1.0703907254451825
2.2000000000000006,1.1375046501003578
2.3000000000000007,1.2016344138667026
2.400000000000001,1.263033924135433
2.500000000000001,1.3219295618205387
2.600000000000001,1.378512661211145
2.700000000000001,1.4329597191941486
2.800000000000001,1.4854260000604689
2.9000000000000012,1.5360543534193543
3.0000000000000013,1.5849634223137852
3.1000000000000014,1.6322683325457088
3.2000000000000015,1.6780708593782339
3.3000000000000016,1.7224674313035229
3.4000000000000017,1.7655355598292464
3.5000000000000018,1.8073548978622935
3.600000000000002,1.8479987120085946
3.700000000000002,1.8875266232063068
3.800000000000002,1.9260001436265828
3.900000000000002,1.9634740050941428
4.000000000000002,2.0000017860689554
4.100000000000001,2.0356252109418094
4.200000000000001,2.07038998599243
4.300000000000001,2.104336483216241
4.4,2.13750528519806
4.5,2.1699262590566524
4.6,2.201634471897202
4.699999999999999,2.232660550852341
4.799999999999999,2.2630361425925676
4.899999999999999,2.2927829722932804
4.999999999999998,2.3219286750070838
5.099999999999998,2.3504970333018047
5.1999999999999975,2.3785133378903938
5.299999999999997,2.4059935571736206
5.399999999999997,2.4329599706984806
5.4999999999999964,2.4594314132094834
5.599999999999996,2.485425698530896
5.699999999999996,2.510963099494753
5.799999999999995,2.5360534583329972
5.899999999999995,2.5607147695851302
5.999999999999995,2.584961435837426
6.099999999999994,2.6088104129820286
6.199999999999994,2.6322687774810287
6.299999999999994,2.655351673412894
6.399999999999993,2.678070910402577
6.499999999999993,2.700440884957039
6.5999999999999925,2.722466597786373
6.699999999999992,2.7441609769172177
6.799999999999992,2.7655338259243107
6.8999999999999915,2.7865975307424615
6.999999999999991,2.8073555127053726
7.099999999999991,2.8278189476245403
7.19999999999999,2.8479960628384933
7.29999999999999,2.8678976396016798
7.39999999999999,2.887525883546536
7.499999999999989,2.9068905640596823
7.599999999999989,2.9259986528377544
7.699999999999989,2.9448568473051853
7.799999999999988,2.963474762809794
7.899999999999988,2.9818526699475587
7.999999999999988,2.9999993127144218
8.099999999999987,3.017920427432382
8.199999999999987,3.0356245776958914
8.299999999999986,3.0531114032996376
8.399999999999986,3.070388718871719
8.499999999999986,3.0874614750775327
8.599999999999985,3.1043373593823427
8.699999999999985,3.121015519349746
8.799999999999985,3.137502992399673
8.899999999999984,3.153804080711086
8.999999999999984,3.169922941757679
9.099999999999984,3.1858667161403007
9.199999999999983,3.2016334065881877
9.299999999999983,3.217229568102141
9.399999999999983,3.232658841739254
9.499999999999982,3.2479277372361635
9.599999999999982,3.263034026908094
9.699999999999982,3.277983702953997
9.799999999999981,3.292779972122845
9.89999999999998,3.3074259431374795
9.99999999999998,3.3219277903594526
